validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude
True,"Our Lady of Fatima, Hopewell Township",Church,"2270 Brodhead Road Hopewell Township, PA",http://www.olof.us/,"Friday Feb 16 from 4:00 PM to 8:00 PM, Friday Feb 23 from 4:00 PM to 8:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 3:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 8:00 PM, Friday Mar 9 from 4:00 PM to 8:00 PM",Our Lady of Fatima Lenten Fish Fry is every Friday through Good /Friday. Weekly hours are 4-7pm; Good Friday hours are 3-7pm.,,"Take out and eat in sandwiches and dinners in Kohler Hall.  We have both fried and  baked  fish,  fried  shrimp, halushki,  pierogies,  French  fries, freshly  cooked  vegetables, and homemade desserts.  ",Fish Fry is in Kohler Hall.,412-375-7672,,False,True,False,False,,True,,40.585077,-80.257412
False,Labriola's Italian Market,Restaurant,"4039 Monroeville Blvd Monroeville, Pa 15146",,,,https://www.labriolaitalianmarkets.com/products.asp?cat=23,,,412-380-9300,,,,,,,False,109.0,40.435608,-79.768917
True,"St Francis of Assisi, Finleyville (ASH WEDNESDAY ONLY, FINLEY HALL)",Church,"3609 Washington Ave, Finleyville, Pennsylvania 15332, United States",http://stfrancischurch.net/,Wednesday Feb 14 from 12:00 PM to 6:30 PM,,,"Ash Wednesday, noon-6:30 p.m., Finley Hall, 3609 Washington Ave. Dinners feature baked and fried fish, plus a la carte items. ",Finley Hall,724-348-7145,stfran1893@comcast.net,,,,True,True,True,,40.25452,-79.99888
True,Payne Chapel AME Church,Church,"601 Priscilla Avenue, Duquesne, Pennsylvania 15110, United States",,"Friday Feb 16 from 3:00 PM to 7:00 PM, Friday Feb 23 from 3:00 PM to 7:00 PM, Friday Mar 2 from 3:00 PM to 7:00 PM, Friday Mar 9 from 3:00 PM to 7:00 PM, Friday Mar 16 from 3:00 PM to 7:00 PM, Friday Mar 23 from 3:00 PM to 7:00 PM",When: Every Friday February 16th through March 23rd/Times: 3:00 pm until 7:00 pm,,"Catfish, Whiting, Wing Ding Dinners $10.00 Shrimp Dinners $12.00
include potato salad or mac & cheese, green beans and a corn muffin.
Fish Sandwich $7.00
",,(412) 466-6662,,,True,,False,,True,,40.367979,-79.849365
False,Our Lady of Perpetual Help,Church,"4136 Jacob St, Wheeling, WV 26003",,"Friday Mar 23 from 11:00 AM to 6:00 PM, Friday Mar 9 from 11:00 AM to 6:00 PM, Friday Mar 16 from 11:00 AM to 6:00 PM",,,"Coleman's fish, french fries, mac and cheese, meatless soup, cabbage and noodles, pierogi, stewed tomatoes, meatless spanish rice, coleslaw and desserts. For more information or to place orders call 304-232-1777.",,304-232-1777,,True,True,False,True,True,False,319.0,40.039062,-80.725564
False,Aliquippa Croatian Center,Community Organization,"2365 Concord Street, Aliquippa PA 15001",http://www.aliquippacroatiancenter.com,,,,See website for menu.,,724-375-3021,,,True,True,True,,False,,40.60681,-80.284983
False,Triple Ts Tavern,Restaurant,"30 Oregon Street, Washington PA 15301",https://www.facebook.com/tripletstavern/,,"Fish available on a first come, first served basis. ",,a la carte; Menu includes 8oz breaded Icelandic cod sandwich or breaded deep fried shrimp. ,Inside the tavern. Must be 18 to enter. ,724-229-2929,,,True,True,,,False,227.0,40.16767,-80.251892
True,"Riverview Church, on Pittsburgh's North Side",Church,"3505 Perrysville Avenue, Pittsburgh, Pennsylvania 15214, United States",https://tinyurl.com/riverviewfish,"Friday Feb 16 from 5:30 PM to 8:30 PM, Friday Feb 23 from 5:30 PM to 8:30 PM, Friday Mar 2 from 5:30 PM to 8:30 PM, Friday Mar 9 from 5:30 PM to 8:30 PM, Friday Mar 16 from 5:30 PM to 8:30 PM, Friday Mar 23 from 5:30 PM to 8:30 PM, Friday Mar 30 from 5:30 PM to 8:30 PM",Major credit cards accepted.,https://riverviewfish.wordpress.com/,"Restaurant quality! Hand-Battered Fish, Fresh Cut French Fries, Shrimp, Mac & Cheese, Pierogis, Hush Puppies, Cheese Sticks, Cole Slaw, Cheesecake, Baked Goods, Beverages

Small fish dinner with two sides: $8.95
Large fish dinner with two sides: $10:95
Small fish sandwich with two sides: $9.95
Large fish sandwich with two sides: $11.95

Choose two: French fries, cole slaw, hushpuppies, mac n cheese

Small fish sandwich only: $4.95
Large fish sandwich only: $6.95
Shrimp and fries dinner: $5.99
Macaroni and cheese side only: $2.95
Small pierogies (3): $2.95
Large pierogies (6): $4.95
Cheese sticks (4): $3.95
Cheesecake: $1.75
Beverages: $1.00

Eat in or take out! All major credit cards accepted. ",Church Lower Level. Accessible.,412.321.7300,rachelharvey.silentd@gmail.com,False,True,False,False,True,True,,40.484124,-80.014374
False,Option Independent Fire Company,Fire Department,"825 Streets Run Road, Pittsburgh, PA",,"Friday Mar 30 from 3:00 PM to 7:00 PM, Friday Mar 16 from 3:00 PM to 7:00 PM, Friday Mar 23 from 3:00 PM to 7:00 PM",,https://www.facebook.com/photo.php?fbid=10212631954581625&set=p.10212631954581625&type=3&theater,,,xxx-xxx-xxxx,,,True,,False,,False,129.0,40.348215,-79.971825
True,"Holy Redeemer, Ellwood City - Takeout-only pizza and pierogie sale",Church,"603 Bridge Street, Ellwood City, Pennsylvania 16117, United States",,"Friday Feb 16 from 11:00 AM to 5:00 PM, Friday Mar 2 from 11:00 AM to 5:00 PM, Friday Mar 16 from 11:00 AM to 5:00 PM","To place an order, call 724-752-9350 by 2 p.m. on day of sale.",,Choice of red or white pizza for takeout only. Cost is $8. Frozen pierogies sold by the dozen.,Catholic Center,724-752-9350,,,True,,,True,True,,40.870378,-80.283785
True,St. Bernard,Church,311 Washington Road,www.stbernardfishfry.net,"Friday Feb 16 from 4:00 PM to 7:30 PM, Friday Feb 23 from 4:00 PM to 7:30 PM, Friday Mar 2 from 4:00 PM to 7:30 PM, Friday Mar 9 from 4:00 PM to 7:30 PM, Friday Mar 16 from 4:00 PM to 7:30 PM, Friday Mar 23 from 4:00 PM to 7:30 PM",,,"Gourmet fish fry, with sandwiches, fish and pasta specials. ",,412-440-2697,,,,,False,True,True,,40.386773,-80.043452
True,"SS. Simon and Jude, Scott Township",Church,"1607 Greentree Road Scott Township, PA",ssjpittsburgh.org,"Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM","The SSJ Fish Fry is back again this year. The event is known locally for serving homemade fresh quality food with generous portions and at great prices! Open on Ash Wednesday and Fridays of Lent from 4PM to 7PM excluding Good Friday. Held in the spacious Parish Life Center gymnasium, 1607 Greentree Road.",http://docs.wixstatic.com/ugd/a206bb_abf7ee8cf4b646bda73f158a4e9a2434.pdf,"Extensive menu includes: fried fish dinner, $9.00; baked fish dinner, $9.00; crab cake dinner, $9.00; shrimp dinner, $9.00 fried fish sandwich, $7.00; baked fish sandwich $7.00; crab cakes, $7.00; shrimp, $7.00; Homemade items are cabbage and noodles; macaroni and cheese, perogies, and baked goods. Other menu items: Pizza, French fries, with and without cheese; fried provolone sticks; fried onion rings; cole slaw; zucchini planks; soup; lobster bisque and more. Also featuring special kids meal featuring  for $4.50.",Large parking lot that fills up quickly. Expect a line. ,412-563-1353,,True,True,False,False,True,True,,40.39991,-80.063222
True,Leechburg VFC,Fire Department,"268 Canal Street Leechburg, PA",,"Wednesday Feb 14 from 3:00 PM to 8:00 PM, Friday Feb 16 from 3:00 PM to 8:00 PM, Friday Feb 23 from 3:00 PM to 8:00 PM, Friday Mar 2 from 3:00 PM to 8:00 PM, Friday Mar 9 from 3:00 PM to 8:00 PM, Friday Mar 16 from 3:00 PM to 8:00 PM, Friday Mar 23 from 3:00 PM to 8:00 PM, Friday Mar 30 from 3:00 PM to 8:00 PM",Ash Wednesday and every Friday during Lent including Good Friday 3pm-8pm,https://www.facebook.com/photo.php?fbid=10208695921075883&set=p.10208695921075883&type=3&theater,,,724-842-3141 or 724-845-1684,,,True,,False,,True,,40.625222,-79.604859
False,Beechies Place,Restaurant,"400 West Pike St Meadow Lands, PA 15347",http://www.beechiesplace.com,Friday Feb 16 from 12:00 AM to 11:45 PM,,,They will have a special Lenten menu Friday during Lent.,,724-222-7079,,,True,True,True,,False,260.0,40.218096,-80.221588
False,Becker's Cafe,Resturant,315 Olivia Street McKees Rocks PA,,,,,,,xxx-xxx-xxxx,,,,,,,False,166.0,40.474652,-80.057127
True,"Sacred Heart Church of  Immaculate Conception Parish, Claysville",Church,"Rt 40 and 231 South, Claysville, PA",www.icwashpa.net,"Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Feb 23 from 11:00 AM to 7:00 PM, Friday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 9 from 11:00 AM to 7:00 PM, Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 23 from 11:00 AM to 7:00 PM","Cost: adult dinner, $5.25; shrimp, $6; sandwich, $4. Takeout available; call 724-663-7675. Delivery available on orders of $20 or more. Contact information: phone, 724-663-7675; website, www.icwashpa.net or www.facebook.com/icwashpa; Twitter, @icwashpa; app store, Immaculate Conception Church./",,"Menu features Coleman fried and baked fish dinners and sandwiches, along with fish dinners. Sides include french fries, cabbage and noodles, macaroni and cheese, cole slaw, desserts and beverages. Cost: adult dinner, $5.25; shrimp, $6; sandwich, $4. ",social hall,724-663-7675,,,True,,True,True,True,,40.116334,-80.415484
False,Doublewide Grill (North Huntingdon),Restuarant,"8695 U.S. Hwy 30, Irwin, PA",,,,,,,xxx-xxx-xxxx,,,,,,,False,85.0,40.318748,-79.686583
False,"Our Lady of Mount Carmel, Scheffner Hall",Church,"1553 East Grandview Blvd. Erie, PA",,,,,"Fried fish and/or cheese pierogi. Adult $10, Child $5. Includes choice of French Fries, potato salad, or mac and cheese, coleslaw or green beans and ice cream dessert. Takeout 50 cents extra.",,814-825-7313,,,True,,,,False,265.0,42.114623,-80.010836
True,Shop N Go,Restaurant,"2226 PA-837, West Elizabeth, PA 15088",https://www.facebook.com/SHOPANDGO/,"Friday Feb 16 from 10:00 AM to 7:00 PM, Friday Feb 23 from 10:00 AM to 7:00 PM, Friday Mar 2 from 10:00 AM to 7:00 PM, Friday Mar 9 from 10:00 AM to 7:00 PM, Friday Mar 16 from 10:00 AM to 7:00 PM, Friday Mar 23 from 10:00 AM to 7:00 PM, Friday Mar 30 from 10:00 AM to 7:00 PM",,https://www.facebook.com/SHOPANDGO/photos/a.165259453529016.63198.119862611402034/1260603760661241/?type=3&theater,,,412-384-9111,,True,True,,True,,True,,40.268082,-79.902427
True,"St. Teresa of Avila, Perrysville",Church,"1000 Avila Court Pittsburgh, PA 15237",http://avilaparish.org/lenten-fish-fry/,"Friday Feb 16 from 4:30 PM to 7:30 PM, Friday Feb 23 from 4:30 PM to 7:30 PM, Friday Mar 2 from 4:30 PM to 7:30 PM, Friday Mar 9 from 4:30 PM to 7:30 PM, Friday Mar 16 from 4:30 PM to 7:30 PM, Friday Mar 23 from 4:30 PM to 7:30 PM, Friday Mar 30 from 4:00 PM to 7:30 PM",Online orders available at http://avilaparish.org/lenten-fish-fry/. Online orders will ONLY be filled when complete between 3-6 pm on Fridays. Orders placed outside of this time WILL NOT be filled.,http://avilaparish.org/lenten-fish-fry/,"Adults - $10
Meal includes choice of main, two sides, soup, bread, and drink

Kids 6-10 years - $5 ; Kids 5 and under - FREE
Meal includes fish nuggets, two sides, and a drink

MENU

Main
Fried or Baked cod
Fried shrimp

Soup
Tomato Florentine
Clam Chowder

Sides
Fresh Cut French Fries, Macaroni & Cheese, or Baked Potato
Cole Slaw or Applesauce

ALA CARTE ITEMS
Fish (fried or baked) Sandwich - $6.00
Shrimp basket - $6.00
Macaroni & Cheese - $2.00
French Fries - $2.00
Baked Potato - $2.00
Haluski - $2.00
Cup of Soup - $2.00
Cole Slaw - $1.00
Applesauce - $1.00
Coffee/Tea - $0.75
Milk/Soda - $0.75",,412-367-9001,,False,True,True,False,True,True,,40.539051,-80.039719
True,Harrington's,Restaurant,"717 Robinson Highway, Mc Donald, Pennsylvania 15057, United States",https://www.facebook.com/Harringtons-114128741969634/,"Friday Feb 16 from 11:00 AM to 9:00 PM, Friday Feb 23 from 11:00 AM to 9:00 PM, Friday Mar 2 from 11:00 AM to 9:00 PM, Friday Mar 9 from 11:00 AM to 9:00 PM, Friday Mar 16 from 11:00 AM to 9:00 PM, Friday Mar 23 from 11:00 AM to 9:00 PM, Friday Mar 30 from 11:00 AM to 9:00 PM",,https://www.facebook.com/114128741969634/photos/a.665318160184020.1073741826.114128741969634/1515658565149971/?type=3&theater,,,(724) 796-5117,,False,True,True,True,True,True,,40.381131,-80.261538
True,Leetsdale Fire Department at the Leetsdale VFW,Fire Department,"515 Beaver Street, Leetsdale, Pennsylvania 15056, United States",https://www.facebook.com/leetsdalefire/,"Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM","The Leetsdale Fire Department is holding their Annual Lenten Fish Fry on Fridays during Lent including Good Friday from 4PM to 7PM. As in years past, this event will be held at the Leetsdale VFW on the corner of Ferry and Beaver Streets (515 Beaver Street) in Leetsdale. We will be offering hand battered fish, fresh cut fries, shrimp, cole slaw, and other goodies. Eat In, Take Out, and limited Delivery is available. Orders may be place by calling 724-266-3409.",,,Leetsdale VFW at the corner of Ferry and Beaver Streets in Leetsdale.,(724) 266-3409,,,,,,,True,,40.56339,-80.206223
False,Richeyville VFC,Fire Department,"14 Firehall Road, Richeyville, PA 15358",http://rvfc27.com,"Friday Mar 30 from 10:30 AM to 6:00 PM, Friday Feb 16 from 10:30 AM to 6:00 PM, Wednesday Feb 14 from 10:30 AM to 6:00 PM, Friday Feb 23 from 10:30 AM to 6:00 PM, Friday Mar 9 from 10:30 AM to 6:00 PM, Friday Mar 16 from 10:30 AM to 6:00 PM, Friday Mar 2 from 10:30 AM to 6:00 PM, Friday Mar 23 from 10:30 AM to 6:00 PM","Wednesday, March 1st (Ash Wednesday) and every Friday during Lent.",,,,724-632-6390,,,True,,True,,False,210.0,40.05341,-80.002
True,Coraopolis Elks Lodge #1090,Community Organization,"1150 Stoops Ferry Road, Coraopolis PA 15108",,"Friday Feb 16 from 4:30 PM to 8:00 PM, Friday Feb 23 from 4:30 PM to 8:00 PM, Friday Mar 2 from 4:30 PM to 8:00 PM, Friday Mar 9 from 4:30 PM to 8:00 PM, Friday Mar 16 from 4:30 PM to 8:00 PM, Friday Mar 23 from 4:30 PM to 8:00 PM, Friday Mar 30 from 4:30 PM to 8:00 PM",Fish Frys on Fridays during Lent. Call for more information.,,,,(412) 264-0846,,,,,False,,True,,40.541482,-80.213421
True,"St. Michael, Elizabeth",Church,"101 Mclay Drive, Elizabeth, Pennsylvania 15037, United States",www.stmichaelelizabeth.org,"Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM","Fridays of Lent, except Good Friday, 4-7 p.m.",,"Menu features fish and shrimp dinners, fish sandwiches, pierogies, macaroni and cheese, haluski, homemade soups, meatless pasta, cheese pizza, cole slaw, french fries and an array of desserts. ",Archangel Hall,412-751-0663,,,True,,False,True,True,,40.269328,-79.837579
False,American Legion Post 902,Community Organization,"124 West Pike St., Houston, PA",https://www.facebook.com/American-legion-Post-902-148513762170830/,,,,Fish and shrimp available for Lent,,xxx-xxx-xxxx,,,,,,,False,159.0,40.248652,-80.211168
False,Immaculate Heart of Mary,Church,"100 Penn Avenue, Mercer, PA",http://www.ihmcmercer.com,"Friday Mar 9 from 5:00 PM to 7:00 PM, Friday Feb 16 from 5:00 PM to 7:00 PM, Friday Mar 30 from 5:00 PM to 7:00 PM, Friday Feb 23 from 5:00 PM to 7:00 PM, Friday Mar 2 from 5:00 PM to 7:00 PM, Friday Mar 16 from 5:00 PM to 7:00 PM, Friday Mar 23 from 5:00 PM to 7:00 PM",,,"Adults: 10 dollars; Children: 5 dollars (under 3 free) -- fried fish, fries, coleslaw, bread and butter, coffee, tea, lemonade",Event is in Gallagher Hall,724-662-2999,ihm@zoominternet.net,False,True,False,False,,False,54.0,41.232051,-80.240215
True,"Ellwood City Loyal Order of the Moose, Lodge #93",Community Organization,"1400 Factory Ave, Ellwood City, PA 16117",,"Friday Feb 16 from 4:00 PM to 9:00 PM, Friday Feb 23 from 4:00 PM to 9:00 PM, Friday Mar 2 from 4:00 PM to 9:00 PM, Friday Mar 9 from 4:00 PM to 9:00 PM, Friday Mar 16 from 4:00 PM to 9:00 PM, Friday Mar 23 from 4:00 PM to 9:00 PM, Friday Mar 30 from 4:00 PM to 9:00 PM","Kitchen 4pm-9pm, Last Order at 8:45pm/Open Monday-Saturday, Closed Sunday",,"Fish Fry Friday
Wings also available

Fish Dinner $9.50
Battered or Baked ~Fries or Mac N' Cheese ~Coleslaw or Small Side Salad

Fish on a Dish $7.50
Chicken Planks (4) $7.50
Fish Nuggets $7.50
Fish Sandwich $7.95
Add Cheese $1.00
Mac N' Cheese or Fries $1.25
Coleslaw $1.00
Small Side Salad $2.00
Season Waffle Fries $4.50
Steak Fries $4.50

Fish Nugget Salad $9.50
Salad, Mixed Veggie, Olives, Onions, Banana Pepper, Egg, Fries, Cheese

Breaded Shrimp (6) with Fries $7.50

Big Al Steak Sandwich w/ Fries $9.00
Italian Bread, 12 ounce steak, Provolone Cheese, Grilled Peppers and Onions

Pasta with. Red tuna sauce. Comes with garlic toast. $9 a plate ",,724-758-9254,,,True,True,False,,True,,40.859377,-80.300528
True,"St. Joseph, O'Hara Township - ASH WEDNESDAY ONLY",Church,"342 Dorseyville Road, Pittsburgh, Pennsylvania 15215, United States",,Wednesday Feb 14 from 11:00 AM to 7:00 PM,Ash Wednesday only 11-7,,,,,,,,,True,,True,,40.519047,-79.924022
False,Norvelt VFD,Fire Department,"2325 Mount Pleasant Rd Mount Pleasant, Pennsylvania",,"Friday Mar 2 from 3:00 PM to 7:00 PM, Friday Mar 23 from 3:00 PM to 7:00 PM, Friday Mar 9 from 3:00 PM to 7:00 PM, Friday Feb 16 from 3:00 PM to 7:00 PM, Friday Mar 16 from 3:00 PM to 7:00 PM, Friday Feb 23 from 3:00 PM to 7:00 PM, Friday Mar 30 from 11:00 AM to 11:00 PM",,https://www.facebook.com/187103461330962/photos/a.247929761914998.54354.187103461330962/1384367308271232/?type=3&theater,,,724-423-8558,,,True,,,,False,113.0,40.208478,-79.497146
False,St. Stephen's McKeesport -GOOD FRIDAY ONLY-,Church,"220 8th St., Mckeesport, PA",https://ststephensmckeesport.com/fish-fry/ ,,,,"Dinners include entree, coleslaw or applesauce, french fries or browned whole potatoes, pie or cake, and a beverage.  In addition to fried pollock, the church offers baked cod, shrimp, crab cakes, or a sampler platter, and chicken planks also are available.",,412-664-9379,,,,,,,False,,40.347693,-79.865123
True,Mt. Lebanon United Methodist Church,Church,"3319 W. Liberty Ave. Pittsburgh, PA 15216",http://www.mlumc.org/,"Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM",,,"Menu of baked fish, fried fish, fish sandwich, french fries, mac & cheese, green beans, desserts. FREE.",,,,,True,,False,,True,,40.388112,-80.042321
False,Lone Pine VFD Station 50,Fire Department,330 weaver run Rd Washington pa 15301,,,,,,,xxx-xxx-xxxx,,,,,,,False,115.0,40.079342,-80.183748
True,"St. Titus, Aliquippa",Church,"952 Franklin Ave. Aliquippa, PA",,"Wednesday Feb 14 from 12:00 PM to 6:30 PM, Friday Feb 16 from 12:00 PM to 6:30 PM, Friday Feb 23 from 12:00 PM to 6:30 PM, Friday Mar 2 from 12:00 PM to 6:30 PM, Friday Mar 9 from 12:00 PM to 6:30 PM, Friday Mar 16 from 12:00 PM to 6:30 PM, Friday Mar 23 from 12:00 PM to 6:30 PM, Friday Mar 30 from 3:00 PM to 6:30 PM","Ash Wednesday and Fridays of Lent, including Good Friday, noon-6:30 p.m. (3-6:30 p.m. Good Friday)",,"Dinner, $10, with choice of baked or fried fish or shrimp, and includes bun, choice of side (french fries, macaroni and cheese, haluski) and choice of cole slaw or applesauce and coffee. Also, fried or baked fish sandwich, $8; shrimp in a basket, $8; potato and cheese pierogies, $9 per dozen. Side items available a la carte. ",,724-378-2734,,,True,,True,True,True,,40.612954,-80.256001
False,Holy Cross (Reilly Center),Church,"7100 West Ridge Road, Fairview PA",,,,,"Fried pollack, fried shrimp, or combo. Adult $10, Child $5. Includes baked potato, homemade coleslaw, roll, butter, dessert, and beverage. Mac and cheese $5. ",,814-474-2605,,,True,,,,True,256.0,42.03971,-80.245022
False,Labriola's Italian Market,Market,"605 Freeport Road Aspinwall, Pa 15215",,,,https://www.labriolaitalianmarkets.com/products.asp?cat=23,,,412-784-0111,,,,,,,False,110.0,40.488439,-79.898697
True,Mother of Sorrows,Church,"4202 Old William Penn Hwy Murrysville, PA 15668",https://www.facebook.com/motherofsorrowsmurrysville/,"Friday Feb 16 from 11:30 AM to 7:00 PM, Friday Feb 23 from 11:30 AM to 7:00 PM, Friday Mar 2 from 11:30 AM to 7:00 PM, Friday Mar 9 from 11:30 AM to 7:00 PM, Friday Mar 16 from 11:30 AM to 7:00 PM, Friday Mar 23 from 11:30 AM to 7:00 PM, Wednesday Feb 14 from 11:30 AM to 7:00 PM","Fried or Baked Fish Meal, Shrimp or Crab Cake Meal $10/Full Order of Mac & Cheese or Italian Baked Penne $6/Side Orders $3:/Mac & Cheese/Haluski/Pierogies/French Fries/Green Beans/Italian Baked Penne/Beverages:/Coffee, Hot Tea, Soda & Turners $1/Beer & Wine with ID/",https://www.facebook.com/motherofsorrowsmurrysville/photos/a.175243462814267.1073741828.174889776182969/432174380454506/?type=3&theater,,parish social hall,(724) 982-2636,,,True,True,True,,True,,40.429485,-79.686043
False,St. Mark/Liberty Borough,Church,"3210 Liberty Way Liberty Borough, PA",,,,,,,xxx-xxx-xxxx,,,,,,,False,39.0,40.325794,-79.856232
False,Ford Cliff VFD,Fire Department,"609 Neale Ave. Ford Cliff, Pa.",,,,,,,xxx-xxx-xxxx,,,,,,,False,117.0,40.761772,-79.533249
True,"St. Cecilia, Rochester",Unsure / N/A,"628 Virginia Avenue, Rochester, Pennsylvania 15074, United States",https://www.stceciliaroch.org,"Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Feb 23 from 11:00 AM to 7:00 PM, Friday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 9 from 11:00 AM to 7:00 PM, Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 23 from 11:00 AM to 7:00 PM, Friday Mar 30 from 11:00 AM to 7:00 PM","Takeout available, call 724-775-3775 or 724-775-3776",https://www.stceciliaroch.org/documents/fish-fry-menu,"Fish dinner, $10; fish salads, $10; fish sandwiches, $9; shrimp dinners, $10. Also, variety of side dishes, including sweet potato, and desserts.",,724-775-3775,,,True,False,True,True,True,,40.71408,-80.284822
False,"St. John the Baptist Orthodox, East Pittsburgh",Church,"211 Cable Avenue, East Pittsburgh, PA",https://www.facebook.com/StJohnOrthodoxEastPitt,,Could not find good info on this site or anywhere else on the site.,,,,412-824-0246,,,,,,,False,175.0,40.399919,-79.836427
False,Northside Catholic School (at Risen Lord),Church,"3250 California Avenue, Pittsburgh, PA",https://www.facebook.com/events/459415711115955/,,"March 3-Good Friday we will be hostng Northisde Catholic Schools Fish Fry Fridays at Risen Lord Church on Californis Avenue. Dine in from 3-6:30 or order a family meal for takeout, deliveries wil be made from 3-5pm, within a 5 mile radius from the church, for deliveries please call 4129921360 between 11-2 (on the day of the Fish Fry) to place your orders. We are handicap accesible!! Our hopes are to contiue to serve the community and with that we hope to see you at our Fish Fry Fridays!",,"Baked fish, fried fish, grilled cheese sandwhiches, mini cheese pizzas and much more we are sure will have something for everyone!! ",,4129921360,,,,False,False,True,False,174.0,40.474645,-80.038741
False,Boonda's ,Restaurant,"5622 Homeville Road, West Mifflin, PA 15122",https://www.facebook.com/pg/Boondas-Hometown-Pizza-635643803135613,,,,many Lenten specials,,412-466-0464,,,True,,True,,False,311.0,40.368225,-79.872523
False,West Wilmerding VFD Station 211,Fire Department,"330 Kline ave, North Versailles, PA",https://www.facebook.com/Wwvfdfishfry/,"Friday Feb 23 from 11:00 AM to 8:00 PM, Friday Mar 23 from 11:00 AM to 8:00 PM, Friday Feb 16 from 11:00 AM to 8:00 PM, Friday Mar 2 from 11:00 AM to 8:00 PM, Wednesday Feb 14 from 11:00 AM to 8:00 PM, Friday Mar 30 from 11:00 AM to 8:00 PM, Friday Mar 9 from 11:00 AM to 8:00 PM, Friday Mar 16 from 11:00 AM to 8:00 PM",Homemade Huluski and Local Deliveries.,https://www.facebook.com/Wwvfdfishfry/,,Greensburg Pike at Kline Ave,412-646-2594,,False,True,False,True,,False,108.0,40.397375,-79.820394
True,St. Athanasius: Church--GOOD FRIDAY ONLY,Church,"7 Chalfonte Ave., West View, PA",,Friday Mar 30 from 3:30 PM to 6:30 PM,,,"whale of a cod fish dinner or fish sandwich; choice of cole slaw or applesauce; choice of macaroni and cheese, french fries or pierogies; beverages and dessert. Cost is $9 for adults, $5 for child. ",parish hall,412-931-4624,,,True,,False,True,True,,40.5213,-80.029753
False,Pappy J's Monaca,Restaurant,"2000 Marshall rd, monaca, pa 15061",,"Friday Mar 30 from 12:00 PM to 10:00 PM, Friday Feb 23 from 12:00 PM to 10:00 PM, Friday Mar 23 from 12:00 PM to 10:00 PM, Friday Mar 2 from 12:00 PM to 10:00 PM, Friday Feb 16 from 12:00 PM to 10:00 PM, Friday Mar 16 from 12:00 PM to 10:00 PM",,,,,724-728-8900,,,True,,True,,False,302.0,40.678865,-80.272546
False,Coulter Fire Department,Fire Department,"500 Railroad St, Coulter, PA 15028",,,,,,,xxx-xxx-xxxx,,,,,,,False,155.0,40.298202,-79.804957
True,American Legion Post 820,Community Organization,"4339 Old William Penn Highway, Monroeville, Pennsylvania 15146, United States",,,Where: Monroeville American Legion/Dates & Times: Ash Wednesday 3:00pm -  8:00pm (Dine-In 3:00 - 6:30); Fridays 3:00pm  - 8:00pm (Dine-In 3:00 - 8:00),,"Menu & Cost:
1/2 Haddock ~ $10
3 Fish Tacos ~ $10
3 Shrimp Tacos ~ $10
Platters ~ $14
",,(412) 824-7667,,,True,,False,,True,,40.442818,-79.774505
True,Zelienople Memorial Skate Park,Community Organization,"308 W. New Castle St., Zelienople, PA",,"Friday Feb 16 from 4:00 PM to 8:00 PM, Friday Feb 23 from 4:00 PM to 8:00 PM, Friday Mar 2 from 4:00 PM to 8:00 PM, Friday Mar 9 from 4:00 PM to 8:00 PM, Friday Mar 16 from 4:00 PM to 8:00 PM, Friday Mar 23 from 4:00 PM to 8:00 PM, Friday Mar 30 from 4:00 PM to 8:00 PM",,https://myzeliepark.org/wp-content/uploads/2018/01/2018-Fish-Fry.png,,,724-824-3210,,,True,False,False,,True,,40.795071,-80.139738
